sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
800,0,It's,5.2193904,1.3308572,1.102398,1.9129709,27.361513
800,1,the,10.597963,2.7367475,3.107985,3.750423,57.890137
800,2,funniest,23.087465,4.871213,5.789258,8.344336,99.459724
800,3,American,20.77236,4.7035193,6.7064095,7.255566,97.43451
800,4,comedy,17.324398,4.491758,6.920184,6.3210835,91.161415
800,5,since,8.820197,2.7667356,2.8893337,3.0326452,58.394863
800,6,Graffiti,27.220991,5.7548866,21.620138,11.274937,100.71855
800,7,Bridge.<EOS>,11.918873,3.5234694,13.37692,4.852897,64.52899
801,0,For,4.8547907,1.1747957,1.0570801,1.7371022,23.492088
801,1,a,9.854734,2.5204232,3.7790372,3.7748065,51.434433
801,2,time,14.630011,3.3031278,3.8324707,5.0199084,72.429245
801,3,in,4.365544,1.403941,1.3214585,1.4597825,30.633505
801,4,the,9.618698,2.428777,2.781644,3.3012142,53.364563
801,5,summer,19.001774,3.5864365,5.661145,6.4087524,79.77115
801,6,of,7.14675,1.8305187,2.5376925,2.4762592,40.757996
801,7,"1823,",25.911287,5.2358217,10.716439,11.4314575,91.338844
801,8,his,6.1523514,1.75928,2.3474267,2.2680554,38.192055
801,9,expedition,23.58919,4.5809836,6.974752,8.25516,95.16784
801,10,was,10.387911,2.4887743,3.1792462,3.2056782,62.144356
801,11,joined,16.589205,3.7494357,4.428799,5.341539,85.690025
801,12,by,6.0086274,1.4388963,1.7274238,1.8221177,35.34465
801,13,Italian,19.488113,4.1917706,7.1667633,6.913877,87.62689
801,14,explorer,22.469753,4.862668,7.7617016,7.6903043,99.99084
801,15,Giacomo,29.645155,5.303705,15.322754,12.026947,95.612236
801,16,Beltrami.<EOS>,30.115898,5.494219,27.129684,12.3651905,97.90678
802,0,This,3.8239279,1.368524,1.6150632,1.5984997,24.620596
802,1,method,25.330914,4.616168,7.5572033,9.595844,92.95986
802,2,almost,20.50102,4.406557,6.8088923,7.5320287,90.42431
802,3,never,18.867302,4.7015247,6.7613354,6.863058,95.015274
802,4,fails,22.76477,4.9243937,8.440273,8.716873,93.672264
802,5,"him,",13.258415,3.260724,5.2998476,4.7894197,67.58044
802,6,and,9.185001,2.211235,3.392338,3.1028242,51.67352
802,7,it,3.7967892,1.1968629,1.3432447,1.2727419,24.20217
802,8,works,16.55624,4.4366703,8.664186,6.2308183,87.443245
802,9,superbly,24.374336,5.3576026,11.923579,9.226925,100.64981
802,10,here.<EOS>,16.85435,3.8446844,19.066336,6.7743263,73.8392
803,0,He,1.1149242,0.42060167,0.07437579,0.40489036,9.284177
803,1,was,11.744198,2.8289006,3.0501804,4.398956,61.36452
803,2,born,14.94453,2.9776297,4.1639276,5.109202,68.699
803,3,in,6.1664214,1.5771439,1.661071,2.1525593,35.4919
803,4,"Overisel,",35.03704,4.8016024,11.815073,13.382345,92.993385
803,5,Michigan.<EOS>,23.471975,5.3545475,23.697672,10.044912,90.862
804,0,Despite,15.523071,3.4179838,3.720142,5.7053003,71.52954
804,1,the,6.973144,1.9095577,2.521029,2.3820858,41.911522
804,2,holes,20.419376,3.898067,5.501155,6.981238,86.2832
804,3,in,6.366728,1.7401757,2.7835202,1.9702145,40.70093
804,4,the,9.644414,2.5501661,3.0870996,3.06013,58.161293
804,5,story,12.624386,2.8750196,3.4156938,4.116167,67.270706
804,6,and,7.373031,1.9949096,2.7203639,2.3391368,45.587845
