sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
800,0,It's,5.010925,1.1450082,1.689713,2.1366553,22.671797
800,1,the,10.497595,2.7449124,3.5190089,3.4455721,61.16613
800,2,funniest,22.318676,4.4106765,5.464666,8.096474,90.42437
800,3,American,17.515589,4.3543773,6.3780923,5.7866287,94.239655
800,4,comedy,16.36442,4.1156974,6.5021048,5.705935,85.29918
800,5,since,9.618982,2.7437823,3.9171603,3.219837,57.057625
800,6,Graffiti,26.716028,5.5540905,19.821125,11.407096,94.096085
800,7,Bridge.<EOS>,12.940837,3.4303007,15.060587,5.2463903,61.01917
801,0,For,3.9025044,1.1085123,0.38040182,1.3275409,19.313599
801,1,a,8.71493,2.3747954,3.1269648,3.4691753,46.788673
801,2,time,15.136672,3.3266575,4.6801863,5.4675922,69.44137
801,3,in,5.3501725,1.5011021,2.6932952,1.7986532,33.129803
801,4,the,8.113591,2.1139772,2.7229576,2.6113527,48.266403
801,5,summer,16.93735,3.6896203,5.004435,5.379929,82.67057
801,6,of,6.2384553,1.6330554,2.237109,1.9776076,38.210423
801,7,"1823,",25.53714,5.478241,11.103259,11.432723,92.24585
801,8,his,7.320004,2.0903401,2.8321397,2.477474,46.201324
801,9,expedition,21.458138,4.4320793,6.2947154,7.308671,93.81091
801,10,was,9.4635315,2.424663,3.2347486,2.9031212,58.431915
801,11,joined,17.24788,3.7455947,5.5400276,5.122726,88.733734
801,12,by,5.4093266,1.5120078,1.495714,1.6411914,37.12171
801,13,Italian,17.531485,4.086654,6.2948523,5.966934,86.15672
801,14,explorer,21.937197,5.1215606,10.34281,7.9692106,99.08222
801,15,Giacomo,25.517904,5.277665,13.317293,10.186383,95.23787
801,16,Beltrami.<EOS>,29.594606,5.633311,26.272615,12.620179,95.49715
802,0,This,5.223621,1.4267368,1.9469857,2.0623722,28.784904
802,1,method,26.611738,4.471031,6.7825446,9.947124,91.96206
802,2,almost,21.419165,4.3462477,5.7093587,7.714886,90.960495
802,3,never,20.884687,4.35304,6.2349925,7.293998,92.85384
802,4,fails,21.969393,4.504297,7.4383793,7.909464,92.74272
802,5,"him,",9.996979,2.7664366,4.0472293,3.5790887,54.494022
802,6,and,6.942414,1.9501547,2.6296315,2.372264,42.825302
802,7,it,3.969751,0.97171557,0.9796846,1.4534994,24.076193
