sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
800,0,It's,4.7492924,1.245651,0.86957186,1.8246999,26.23934
800,1,the,9.721145,2.7042003,3.3812907,3.1650805,61.632954
800,2,funniest,25.06339,4.170914,6.038862,9.065537,86.81484
800,3,American,22.535118,4.6367884,6.512575,7.589057,99.93762
800,4,comedy,18.934923,4.021957,6.0003805,6.670028,84.82725
800,5,since,8.662389,2.5819333,2.5274444,2.9290059,54.803204
800,6,Graffiti,29.073694,5.4497714,18.92572,12.12107,95.725334
800,7,Bridge.<EOS>,16.354607,3.8120573,17.902262,6.4755964,68.79488
801,0,For,5.186796,1.4772979,0.8569997,1.912425,32.20192
801,1,a,8.167566,2.1352262,3.4092772,3.021796,47.394016
801,2,time,16.93701,3.1622496,4.1129017,5.9365997,70.710075
801,3,in,3.7790785,1.3014807,1.3965402,1.1795685,28.381258
801,4,the,8.363424,1.9759665,2.8396313,2.8606832,44.999134
801,5,summer,15.54051,3.4477296,5.716802,5.257988,76.62818
801,6,of,5.370079,1.5265025,2.0362978,1.8196439,35.331913
801,7,"1823,",24.217653,5.7302504,12.039429,11.354109,92.171814
801,8,his,8.195942,2.2608447,2.654557,2.853384,48.452526
801,9,expedition,21.153368,4.692444,7.8823175,7.737316,95.27981
801,10,was,9.168435,2.328837,3.352051,3.030209,53.801327
801,11,joined,15.192808,3.527445,4.479806,4.952332,80.613464
801,12,by,4.3845143,1.2519199,1.2178608,1.2523783,30.597345
801,13,Italian,16.128307,3.7108665,6.0380936,5.3093767,82.26585
801,14,explorer,23.86402,4.7262473,8.867371,8.7927475,93.89809
801,15,Giacomo,30.198338,5.0723996,12.131615,11.70082,93.29952
801,16,Beltrami.<EOS>,29.552708,5.889714,29.039457,12.5627165,99.55918
802,0,This,2.1639378,0.7760232,0.4251148,0.8995805,15.358845
802,1,method,27.17792,4.807025,7.4143476,10.679925,94.19683
802,2,almost,20.831831,4.5454745,6.7091746,7.6809735,92.24914
802,3,never,18.82057,4.4582014,5.980665,6.7303457,93.810524
802,4,fails,23.258005,4.92883,7.750958,8.86123,95.55837
802,5,"him,",12.003977,2.9171581,4.8361897,4.2308154,63.311672
802,6,and,7.0121493,1.8832763,2.8100111,2.262307,46.475708
802,7,it,3.699794,1.1278554,1.0235162,1.2667215,23.772966
802,8,works,18.444435,4.5345597,6.622586,6.5893955,93.55976
802,9,superbly,27.381372,5.314645,11.543043,10.238131,100.89415
802,10,here.<EOS>,19.508396,4.6839895,20.517506,8.239413,81.84214
803,0,He,2.1198597,0.7885903,0.6578334,0.79714584,14.844846
803,1,was,11.815309,2.4709167,2.6301486,4.3705306,56.129704
803,2,born,16.165218,2.826176,3.8274033,5.287137,68.2922
803,3,in,6.0260215,1.4978597,1.4931365,2.1611583,34.582966
803,4,"Overisel,",40.06109,4.909402,12.046669,15.389246,98.04689
803,5,Michigan.<EOS>,24.16949,5.12814,21.673466,10.177887,92.00947
804,0,Despite,16.112965,3.8462691,4.344746,5.795469,78.01859
804,1,the,7.921761,2.0802767,2.6403627,2.486905,48.284504
804,2,holes,21.830584,4.4011703,6.4110427,7.948806,92.60784
804,3,in,5.7499757,1.7025139,1.7804896,1.9005667,39.77884
804,4,the,11.5708685,2.7052593,3.648076,3.7684755,61.999187
804,5,story,11.71703,2.9208388,3.1319208,3.639162,70.228096
804,6,and,7.3445673,1.9485829,2.1504407,2.245252,48.622105
804,7,the,6.70273,2.096266,2.3372154,2.038627,46.166515
804,8,somewhat,22.272768,4.5308824,7.1296954,7.7140594,95.38363
804,9,predictable,24.300869,4.874155,7.977846,8.283445,100.549545
804,10,"plot,",9.005128,2.491051,2.615509,2.7653296,57.806858
804,11,moments,23.396175,4.797153,7.294102,7.9366055,100.24245
804,12,of,4.3056755,1.5240312,1.8396915,1.1980544,34.717327
804,13,the,6.7542963,2.014957,2.2294676,1.9583267,47.198135
804,14,movie,13.355122,3.566358,5.604765,4.4012475,76.29107
804,15,caused,20.100689,4.661345,6.6872463,6.8004346,98.85097
804,16,me,7.1922,2.1403506,2.333925,2.0938358,53.241425
804,17,to,4.1613903,1.343822,1.7153463,1.2384396,33.88872
804,18,jump,11.355875,3.3060045,5.5069175,3.8538272,71.689064
804,19,in,5.8088613,1.8346944,4.5520563,2.0742822,38.3101
804,20,my,10.507333,3.1795192,11.98831,3.8085792,65.14681
804,21,chair...<EOS>,7.9393654,2.4111114,6.6509914,2.6463757,52.30386
805,0,On,0.95105463,0.4274875,0.08697506,0.37171376,7.167555
805,1,January,20.201775,3.8532717,5.587779,7.126806,83.74537
805,2,"28,",9.384457,2.5974305,3.5379198,3.1026607,58.323742
805,3,2005,21.895267,4.4331427,8.326842,9.164283,83.14283
805,4,it,4.012695,1.3780282,1.5312805,1.375718,28.772202
805,5,was,15.456689,3.3224733,5.103648,5.1728673,75.663475
805,6,revealed,21.102728,4.212954,6.907665,7.054118,92.54523
805,7,that,8.930039,2.3374186,2.5343428,2.5914845,60.665134
805,8,he,6.824746,1.9602958,2.4571984,2.022113,47.9625
805,9,accepted,23.754269,4.1714344,6.1918,7.8307924,93.44625
805,10,money,14.735232,3.5362554,5.0007253,4.774164,80.05932
805,11,from,13.384868,3.1788516,4.4466715,4.23425,74.759254
805,12,the,7.5395427,1.8298262,3.1042166,2.2243714,46.22532
805,13,George,18.783466,4.185838,6.4135475,6.163782,93.10607
805,14,W.,6.271906,1.5437813,2.1856368,2.019653,35.919308
805,15,Bush,11.80026,2.920114,3.7079074,3.7230508,70.38081
805,16,administration,23.573,4.3091598,7.126168,7.812838,95.13235
805,17,to,3.3411958,1.194906,1.6061405,1.1652339,27.651123
805,18,promote,21.510233,4.2109437,6.300053,7.300279,92.885796
805,19,their,11.33715,2.7128227,3.9524062,3.5725067,64.05703
805,20,marriage,23.041336,4.668023,9.076076,8.112692,96.370316
805,21,initiative,21.662022,4.602171,11.005232,7.7410607,93.80497
805,22,"program,",12.531124,3.2044058,5.233079,4.2733917,71.01593
805,23,which,10.540476,2.8995793,3.653952,3.3138044,68.48245
805,24,he,7.428107,2.0663338,2.477906,2.2610643,49.20918
805,25,did,9.826846,2.8543777,4.161021,2.9064896,66.92082
805,26,not,6.054392,1.8024001,1.62568,1.5903776,45.173374
805,27,disclose,15.595106,3.8255444,8.449651,5.2862635,82.74937
805,28,to,4.111102,1.4214622,2.9635768,1.3959159,30.218828
805,29,his,6.8115005,2.2240822,5.1621428,2.1190765,50.220673
805,30,readers.<EOS>,14.24567,3.997431,21.28515,4.9585958,82.727
806,0,...,0.0,0.0,0.0,0.0,0.0
806,1,would,16.634655,3.0896025,4.007097,6.2321754,66.7361
806,2,be,12.507431,2.8477018,3.790552,4.422624,63.1526
806,3,a,8.542692,2.2912734,3.1801028,3.1345587,45.72936
