sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
800,0,It's,4.5499573,1.2954901,1.355989,1.7642099,25.323095
800,1,the,10.958327,2.9230025,3.9534845,3.755601,63.653187
800,2,funniest,21.124678,4.6177073,6.440803,7.6870413,92.898605
800,3,American,22.002888,4.820544,7.042281,7.5876,98.962265
800,4,comedy,15.486344,4.2874,6.028765,5.493652,87.80956
800,5,since,10.043508,2.8974514,4.3673024,3.6485605,62.48281
800,6,Graffiti,23.719084,5.5801315,18.88679,9.766877,98.37861
800,7,Bridge.<EOS>,10.542147,3.4450362,12.786878,4.407474,61.989704
801,0,For,5.9204426,1.3409948,1.6201327,2.07763,28.96847
801,1,a,8.750097,2.145077,3.1403978,3.0647423,45.668793
801,2,time,14.882265,3.3917427,4.5030675,5.152983,72.80383
801,3,in,5.44234,1.5173165,2.0101478,1.8381096,32.122257
801,4,the,8.013333,2.0672953,2.4785445,2.6217215,45.17724
801,5,summer,18.646961,4.1605973,5.5123034,6.4317594,88.53669
801,6,of,6.8823338,1.761803,2.89728,2.3204482,38.619038
801,7,"1823,",29.49656,5.322367,11.190685,11.839247,97.6531
801,8,his,7.5896897,1.9663546,2.4869056,2.5720162,41.881615
801,9,expedition,26.766527,4.897887,8.03585,9.261231,100.64772
801,10,was,10.879446,2.7024488,3.639286,3.4531667,63.927727
801,11,joined,16.836653,4.2218466,4.9548717,5.6427827,91.07029
801,12,by,5.7879415,1.522514,2.340896,2.0433056,33.21004
801,13,Italian,20.611185,4.1068244,7.4732976,7.052806,84.59403
801,14,explorer,23.97772,4.822498,9.248864,8.5529585,96.298065
801,15,Giacomo,30.961,5.458749,19.489431,12.264385,96.18922
801,16,Beltrami.<EOS>,32.89335,5.7506356,34.447456,13.915827,97.52399
802,0,This,2.916196,0.93986106,1.1724443,1.0923778,18.294546
802,1,method,29.751904,4.7874417,7.544744,11.106,96.1822
802,2,almost,20.782387,4.3781714,6.260687,7.6317163,88.7038
802,3,never,21.565697,4.7442875,6.494533,7.6267877,97.17108
802,4,fails,19.214048,4.555599,8.165264,7.0745316,91.079544
802,5,"him,",11.125452,2.8272767,4.646576,4.0342646,61.966785
802,6,and,7.6023097,2.1594288,2.868467,2.2876444,52.708908
802,7,it,4.514102,1.2201307,1.8674451,1.3948075,27.678484
802,8,works,19.298029,4.422126,7.3267865,6.9823823,90.49514
802,9,superbly,25.509153,5.216184,11.096024,9.343729,100.57563
802,10,here.<EOS>,16.88515,4.7510533,19.717281,6.864349,86.27266
803,0,He,1.4609398,0.5718666,0.6056559,0.57428586,11.265085
803,1,was,11.1865015,2.5305452,3.4894836,3.9587486,57.024525
803,2,born,13.240402,3.0428457,3.585618,4.6072774,70.68328
803,3,in,7.1180553,2.0370257,2.9541895,2.6347752,42.352463
803,4,"Overisel,",35.63886,5.1640606,10.910064,13.425229,99.95409
803,5,Michigan.<EOS>,22.34826,5.101236,20.80823,9.035519,90.94652
804,0,Despite,16.246576,3.7272515,4.8662677,5.877778,76.47082
804,1,the,7.2620754,1.8139461,2.5277503,2.341115,41.03196
804,2,holes,19.585142,4.180724,6.2517266,6.875526,88.941284
804,3,in,5.864809,1.565554,2.5639834,1.8821343,35.780155
804,4,the,8.938359,2.4948862,3.4391904,2.8620837,54.712826
804,5,story,10.847774,3.069082,3.2955925,3.4290583,66.88416
804,6,and,7.33676,1.8703432,2.4558713,2.1971583,45.674957
804,7,the,8.563733,2.1772928,2.7923772,2.6178045,50.966278
804,8,somewhat,21.976461,4.5677695,7.3352537,7.808355,92.93037
804,9,predictable,23.892645,4.8759985,7.9361553,8.203903,99.65791
804,10,"plot,",8.705938,2.6491961,3.6511922,2.9063642,55.996452
804,11,moments,21.298323,4.7114124,7.3284564,7.325963,97.45245
804,12,of,5.0214286,1.4586778,2.3321369,1.5513521,34.412464
804,13,the,5.687426,1.6078473,2.6028583,1.7024477,36.97765
804,14,movie,12.87348,3.4901953,5.3038616,4.261131,72.000824
804,15,caused,19.572628,4.412371,7.830337,6.6084843,92.43465
804,16,me,6.7482224,2.1791747,2.7100844,2.0422347,47.986267
804,17,to,3.9380548,1.2371616,1.9787438,1.2396013,27.35516
804,18,jump,10.015335,3.0881824,4.3059063,3.2609162,69.263824
804,19,in,6.682464,2.0601149,6.6502647,2.3377006,43.77529
804,20,my,8.46621,2.687682,9.21448,2.972347,55.19542
804,21,chair...<EOS>,9.633093,2.921412,6.1980867,3.4257567,59.868507
805,0,On,1.1647621,0.49167678,0.28801802,0.42756978,8.953259
805,1,January,21.129625,3.6948328,6.2549043,7.936946,74.88927
805,2,"28,",9.839501,2.7387214,3.6800902,3.5617123,55.542797
805,3,2005,22.272604,4.330503,7.878658,8.651966,85.83283
805,4,it,4.578543,1.2801304,1.7747633,1.4235257,28.872921
805,5,was,12.879809,3.3058686,4.303127,4.1181602,75.609856
805,6,revealed,15.7868,4.105559,4.9492946,5.228777,90.48268
805,7,that,9.361769,2.550281,3.0929716,2.9060671,60.335384
805,8,he,7.7627234,2.2713566,2.6266282,2.3108308,50.426483
805,9,accepted,23.38146,4.7464848,6.851082,7.9353065,99.39392
805,10,money,13.34454,3.200706,4.849018,4.2578597,71.29071
805,11,from,13.704708,3.405367,5.1812615,4.366564,77.89477
