sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
800,0,It's,3.5159504,0.9674712,0.88006574,1.3934867,17.296968
800,1,the,10.211086,2.5997517,3.4328408,3.3323798,59.5717
800,2,funniest,24.07538,4.4186683,6.117846,8.70738,91.74571
800,3,American,21.361708,4.4004655,6.211133,7.175775,96.54568
800,4,comedy,17.451138,4.0083137,5.2216363,6.031243,84.611855
800,5,since,9.843873,2.8141923,3.3492773,3.4044087,58.458263
800,6,Graffiti,25.73435,5.5794086,19.282965,10.710895,96.718094
800,7,Bridge.<EOS>,13.736282,4.0142784,15.706685,5.9053235,65.81438
801,0,For,4.621149,1.2236793,0.978324,1.6520717,24.14826
801,1,a,10.227939,2.488388,4.593605,3.6747742,52.455917
801,2,time,15.708801,3.1108127,3.880251,5.0795646,74.75772
801,3,in,3.920449,1.188975,1.6254375,1.3302094,27.187927
801,4,the,10.955346,2.6858373,3.8357885,3.9050443,54.895336
801,5,summer,17.209465,3.7859275,5.183524,5.743684,83.99815
801,6,of,6.4112506,1.8850526,3.1279366,2.2394624,39.908028
801,7,"1823,",26.437332,5.7629943,10.79679,11.861224,94.652435
801,8,his,9.975629,2.5261376,2.7567275,3.4481452,53.86829
801,9,expedition,23.347788,4.9153476,7.0140505,8.458581,98.62857
801,10,was,11.085658,2.8110087,4.66476,3.6013684,63.42533
801,11,joined,17.516388,4.188146,5.226815,5.9157386,89.647
801,12,by,5.34584,1.4637632,2.0224555,1.6329195,35.55046
801,13,Italian,17.446833,4.1779814,7.4424887,6.0032225,87.957245
801,14,explorer,22.445568,5.0491343,9.091549,7.9458976,100.61972
801,15,Giacomo,28.431091,5.524353,13.661171,12.050562,93.73027
801,16,Beltrami.<EOS>,30.653875,5.6334567,29.606337,13.39441,94.53885
802,0,This,3.4175854,0.9354948,1.118693,1.3104396,19.486694
802,1,method,27.63826,4.3797593,6.0438247,10.140195,93.14537
802,2,almost,20.857141,4.701189,5.1974955,7.3996058,98.031265
802,3,never,19.057331,4.69724,5.285681,6.5496726,98.71191
802,4,fails,19.944317,4.4707575,7.237096,7.341932,89.35704
802,5,"him,",9.480899,2.6856675,3.621453,3.3313138,54.72014
802,6,and,7.3224773,2.0017743,2.9571598,2.380817,47.764175
802,7,it,4.0765533,1.0362179,1.759402,1.3113139,24.79087
802,8,works,19.239008,4.2238398,8.025468,6.4831448,91.34411
802,9,superbly,27.041414,5.504683,15.602988,10.3803625,101.15613
802,10,here.<EOS>,15.990576,3.9568446,22.868603,5.9553976,76.33477
803,0,He,1.6386551,0.6086405,0.5785242,0.622157,11.800309
803,1,was,12.358898,2.9905493,3.7524123,4.818968,60.796337
803,2,born,15.839579,3.1084857,4.534277,5.529775,67.59787
803,3,in,6.4117208,1.764283,2.568826,2.311041,36.520233
803,4,"Overisel,",31.582203,4.8220773,10.393305,12.473572,91.53168
803,5,Michigan.<EOS>,23.523773,5.5179005,23.58873,9.721637,97.03552
804,0,Despite,16.29141,3.534207,4.2531548,5.8522873,76.45727
804,1,the,7.409995,1.9347322,2.5849428,2.3754897,43.211563
804,2,holes,19.943052,4.2343216,5.697407,6.929482,89.83928
804,3,in,4.943115,1.666853,2.3016622,1.5109651,37.887005
804,4,the,11.065268,2.8885355,3.9895885,3.5906296,64.83587
804,5,story,10.974099,2.7802684,3.5027068,3.4032836,65.35605
804,6,and,6.6430697,1.8667845,2.1210434,2.0801072,45.410843
804,7,the,5.8328424,1.5733824,2.0876334,1.6472257,38.916943
804,8,somewhat,22.055052,4.327658,6.2393475,7.3149366,93.90234
804,9,predictable,22.191034,4.7328196,6.4435096,7.433424,100.11307
804,10,"plot,",9.021365,2.34127,1.9231756,2.6692178,58.263184
804,11,moments,19.956154,4.4414945,6.8355646,6.7547545,93.365166
804,12,of,5.51109,1.7524506,2.3131082,1.7018845,39.601646
804,13,the,7.9399037,2.1198833,2.7428443,2.5347023,49.270897
804,14,movie,12.657443,3.0277317,3.823704,3.9676461,71.175385
804,15,caused,20.039742,4.34768,6.806747,6.822373,93.02613
804,16,me,4.4435053,1.77448,1.2441313,1.204766,42.122032
804,17,to,3.8593652,1.1828241,1.7846851,1.080709,29.22503
804,18,jump,9.284718,3.1301224,4.137945,3.0111625,66.79821
804,19,in,5.647419,1.7883811,2.625594,1.7367685,40.345222
804,20,my,8.852291,2.9863586,6.097644,2.9328818,62.719204
804,21,chair...<EOS>,10.088082,2.9071279,5.890036,3.3272252,60.728645
805,0,On,0.66397446,0.22931294,0.13284747,0.25403708,4.194284
805,1,January,21.171877,3.9162576,5.221313,7.7444444,82.26552
805,2,"28,",11.5478,2.979312,4.1064777,4.276257,60.87697
805,3,2005,25.738987,4.7726903,9.155855,10.932664,86.41459
805,4,it,3.9068336,1.1622485,2.008535,1.1809351,28.504686
805,5,was,12.503859,3.137418,4.601369,4.074884,71.809296
805,6,revealed,17.158785,3.9926445,5.2847543,5.3143034,91.65251
805,7,that,8.34221,2.2502933,2.5939083,2.4321046,54.66586
805,8,he,6.201389,1.8448296,1.7163236,1.6975935,45.637985
805,9,accepted,21.933084,4.605149,5.8865786,7.1926627,99.87115
805,10,money,14.06078,3.292979,4.4766335,4.368262,74.88151
805,11,from,13.116738,3.381775,4.542736,4.1037745,78.705154
805,12,the,6.6932197,1.745899,2.5839603,1.9832757,43.151424
805,13,George,16.611393,3.7617204,5.1539,5.0406647,86.66116
805,14,W.,6.180754,1.4150394,3.7161517,2.0736732,32.152073
805,15,Bush,11.759702,3.147305,3.7600038,3.769363,68.87651
805,16,administration,23.652126,4.637056,7.4798,7.7999454,99.15037
805,17,to,3.0201123,0.9561302,1.2580879,0.852239,23.33474
805,18,promote,20.841686,4.3606052,5.932052,6.9967637,93.99574
805,19,their,11.856585,2.7361608,4.1794467,3.5541291,65.21604
805,20,marriage,19.823023,4.5556927,7.785518,7.1238866,91.82597
805,21,initiative,18.73022,4.4560914,7.8180037,6.6194043,91.284805
805,22,"program,",10.765067,2.969837,3.7623284,3.2233508,69.535065
805,23,which,9.952334,2.7315662,3.27168,2.935995,67.41272
805,24,he,7.134183,2.0135524,2.6177158,2.1584153,47.79982
805,25,did,8.950807,2.7183635,3.4689183,2.502829,64.47446
805,26,not,6.7824855,1.8543583,2.1510708,1.6422267,50.115532
805,27,disclose,14.531227,3.629487,5.085568,4.413614,82.61944
805,28,to,3.9598837,1.0232503,3.3064063,1.325258,21.936302
805,29,his,7.1603017,2.4272606,3.6704926,2.2117965,53.483936
805,30,readers.<EOS>,12.197138,3.827297,16.366325,4.2531877,79.12112
806,0,...,0.0,0.0,0.0,0.0,0.0
806,1,would,14.303272,3.034503,3.6369717,5.698238,64.7254
806,2,be,10.983128,2.670812,3.3019302,3.9842606,58.203865
806,3,a,8.564887,2.3433802,3.7726886,2.9072795,50.553673
806,4,total,26.84799,4.474201,7.4413505,9.269769,94.973816
806,5,loss,15.14201,3.367883,4.17864,5.175177,71.997665
806,6,if,9.686706,2.5936816,3.811096,3.3878765,54.1251
806,7,not,11.224843,2.5243628,3.4140663,3.590997,60.508736
806,8,for,12.173873,2.7969987,3.2847574,3.9560246,62.70873
806,9,two,14.277057,3.5033514,4.1194267,4.9878445,72.303604
806,10,supporting,25.547203,4.7948613,7.009175,8.66131,100.699104
806,11,performances,20.728476,4.406218,6.728162,6.8090024,93.768265
806,12,taking,16.884764,3.7735598,7.6011863,5.7123747,81.13015
806,13,place,15.972808,3.7242029,5.718482,4.9931736,83.86238
806,14,at,3.0851707,1.1434908,1.515404,0.98058724,26.244806
806,15,the,7.050356,1.9972556,4.412658,2.3459709,45.03755
806,16,movie's,22.22985,4.7175965,9.1848955,7.4800816,99.55248
806,17,edges.<EOS>,14.534831,4.028975,19.023129,5.4937067,76.32439
807,0,"Slow,",14.816938,3.6852567,4.156103,6.1170716,67.820496
807,1,silly,23.112259,4.737268,8.46285,8.745438,93.223595
807,2,and,9.179828,2.859917,4.92867,3.2621841,58.68806
807,3,unintentionally,30.692932,5.28642,13.96691,12.062483,98.141304
807,4,hilarious.<EOS>,17.895876,4.813955,16.587828,7.8419175,81.2686
808,0,His,3.5512488,1.1495123,1.1596614,1.2097328,24.333422
808,1,cousin,23.300623,4.3019032,5.198391,8.318023,91.85493
808,2,is,7.95509,2.1426938,2.1732533,2.8250551,45.6891
808,3,actor,19.109262,4.0488935,5.3299184,6.758039,86.56498
808,4,George,22.16506,4.5049863,12.084183,8.286846,88.86342
808,5,Clooney.<EOS>,24.76409,4.993476,19.66238,10.572146,87.03831
809,0,He,2.3200727,0.8253047,0.87000495,0.8147542,16.553118
809,1,later,20.467434,3.5214987,4.145053,7.3696,77.36147
809,2,became,19.686638,3.8573647,5.0034623,6.538748,86.58652
809,3,president,16.922688,3.858564,4.776163,5.3299246,85.908646
809,4,of,4.643172,1.2703729,1.7619718,1.277998,30.242294
809,5,the,5.3886213,1.4998093,1.6680325,1.5943239,35.67268
809,6,United,17.313152,3.336849,4.658883,6.1247344,72.11743
809,7,Secularists,34.19044,5.3114347,10.96828,12.966821,100.85695
809,8,of,4.500077,1.5838691,4.030172,1.5616277,30.976475
809,9,America.<EOS>,17.45027,3.9286363,21.644043,6.7971673,77.49737
810,0,"Baldwin,",20.82894,3.69819,4.2021837,7.7805433,78.887535
810,1,a,6.27698,1.9643797,2.6498811,2.0776854,42.2474
810,2,liberal,23.819069,4.000159,8.005658,8.346113,86.44748
810,3,"Democrat,",19.121815,4.603801,8.831508,6.6965227,94.29768
810,4,has,8.646873,2.2451065,3.042991,2.8025753,52.232025
810,5,always,13.18216,3.481129,3.7907362,3.88433,83.85367
810,6,had,11.965534,3.04659,3.3193915,3.3676062,75.87304
810,7,an,5.480479,1.5060164,1.8671173,1.5337386,37.185665
810,8,active,14.972113,3.6435065,4.449498,4.700708,81.89798
810,9,interest,16.265661,3.4934528,4.5186343,4.9323745,83.108734
810,10,in,3.0483212,0.9907405,0.7332041,0.68799853,26.00907
810,11,politics,15.094855,3.6244354,4.6385403,4.5100904,85.82556
810,12,and,4.688558,1.3233886,0.8741427,1.1410588,36.7864
810,13,is,6.040799,1.9018701,2.3896887,1.9789028,43.152847
810,14,frequently,16.599222,3.7873504,4.3619576,5.230814,86.65783
810,15,rumored,19.345655,4.175264,4.88931,6.1515527,94.69786
810,16,to,2.6014502,0.8460849,1.0744472,0.68484414,20.357895
810,17,be,6.837804,1.9783988,2.1861575,2.2805786,48.885612
810,18,a,5.056338,1.6940604,2.0934877,1.5182431,38.209846
810,19,candidate,17.324697,4.061854,9.941182,5.862229,86.59554
810,20,for,6.6924815,1.7932746,2.9259212,2.1064587,39.060673
810,21,public,16.20323,3.9436853,9.565013,5.55399,82.82601
810,22,office.<EOS>,11.747434,3.5823061,9.409489,4.3456197,68.52905
811,0,A,0.0,0.0,0.0,0.0,0.0
811,1,portrait,26.228899,4.8482156,8.401915,10.146207,93.327415
811,2,of,4.242778,1.3845631,2.983954,1.62624,24.563698
811,3,an,13.897748,4.232891,11.627677,5.787432,77.750404
811,4,artist.<EOS>,13.743653,3.2782772,9.369147,5.7759137,58.03857
812,0,He,1.2238729,0.3281581,0.20405774,0.48867708,6.918721
812,1,received,17.846811,3.566652,3.9471498,5.661897,82.57077
812,2,his,5.0561213,1.6552796,1.8451835,1.4268043,36.655235
812,3,bachelor's,23.22643,4.3331175,5.333646,7.851902,94.04024
812,4,degree,16.158598,3.5929394,3.948644,5.058763,83.14284
812,5,in,3.3460338,1.2165823,1.5571216,0.8967026,29.369425
812,6,1965,24.746223,5.3122563,7.468105,10.247752,94.82
812,7,and,8.506064,2.2932134,3.332022,2.8686664,48.80435
812,8,master's,21.042185,4.4825053,5.7949,6.9710073,96.08081
812,9,degree,15.510327,3.7110002,4.228388,4.75981,84.6291
812,10,in,3.9216642,1.3534446,1.5425988,1.0758307,31.457214
812,11,political,20.322277,4.490819,8.0860195,6.972341,93.02976
812,12,science,15.428758,3.2863545,5.6563954,5.0850344,67.31089
812,13,in,4.091843,1.2689813,1.5538579,1.1646152,30.920218
812,14,1966,24.391354,5.6580024,10.642669,11.181284,90.77777
812,15,both,12.907423,3.4605649,5.3842955,4.740115,66.74337
812,16,from,11.724177,2.4702806,4.3017554,3.9123347,53.344585
812,17,the,4.3462176,1.4845221,1.6269989,1.2552186,33.953808
812,18,University,17.404476,3.5122802,5.7370186,5.376743,78.59117
812,19,of,0.0,0.12121509,0.023823068,0.0,1.3935263
812,20,Wyoming.<EOS>,21.746359,5.3363376,26.003614,8.95336,92.65991
813,0,One,5.2248144,1.554304,1.6668298,1.8667352,34.464993
813,1,of,7.9341655,2.2364895,2.7185948,2.6691985,53.6254
813,2,his,8.224549,1.9879181,3.073362,2.8304539,43.124207
813,3,first,15.986879,3.4039552,4.6995273,5.3909526,76.14346
813,4,known,16.264153,3.600305,4.3256626,5.071148,85.42054
813,5,ancestors,21.102718,4.5978093,6.5885935,6.879405,99.77763
813,6,was,8.257089,2.1067147,2.749119,2.773449,47.976295
813,7,Ralph,21.407522,4.472231,5.4968467,7.4422355,94.1492
813,8,de,10.525006,2.3123567,3.1268766,3.5880437,51.751232
813,9,"Chesney,",27.990465,5.2919893,10.189025,10.58003,99.94328
813,10,Sire,16.000116,4.3279343,5.753455,5.708074,86.604965
813,11,of,8.430959,2.1736917,4.2671914,2.6247716,49.269905
813,12,Quesnay,28.410757,5.387639,9.894496,10.841045,100.59852
813,13,who,9.246122,2.375007,3.8864863,2.9897635,52.586708
813,14,fought,15.459051,3.6643033,5.1976833,4.997535,82.37163
813,15,on,4.307122,1.1355776,1.8224298,1.3297284,27.653019
813,16,the,9.449398,2.4379196,3.872389,3.1280699,54.8853
813,17,side,12.594723,3.5670722,4.8142576,4.123445,80.40836
813,18,of,3.0301094,1.001527,1.6195166,0.8805042,24.879887
813,19,William,15.741086,3.6303163,6.94741,5.4601374,76.093216
813,20,the,8.92858,2.1991127,4.2342353,2.9018433,48.557476
813,21,Conqueror,23.605589,4.6526055,10.218299,8.488781,92.75658
813,22,in,3.319905,1.1220515,0.97989,1.0847962,24.80395
813,23,the,9.487025,2.4744942,3.055685,3.1590753,53.180107
813,24,Battle,15.547515,3.4547532,4.8722835,4.999685,80.24366
813,25,of,4.253214,1.2820352,1.1203558,1.1000375,33.568546
813,26,Hastings,21.506315,4.8762097,9.171377,7.3683696,100.02422
813,27,in,4.173275,1.2804054,3.286033,1.6871663,25.469517
813,28,1066.<EOS>,28.579313,5.6479187,37.02928,12.942448,89.45756
814,0,While,8.989262,2.598975,2.5976264,3.4517822,53.043144
814,1,Franklin,21.395891,4.2866173,5.459331,7.5780134,91.91482
814,2,was,10.181733,2.5234067,3.2037244,3.3686032,58.146816
814,3,finding,16.420424,3.9790742,5.602918,5.4231205,88.15485
814,4,himself,15.191278,3.6136177,5.0607443,4.769185,83.04309
814,5,in,3.781119,1.1125395,1.4199121,1.0850118,29.25528
814,6,"London,",16.557829,3.6496367,5.7602563,5.638498,81.24251
814,7,Deborah,21.897974,4.7035017,6.061753,8.035636,93.854866
814,8,married,16.02858,4.055491,6.456649,5.518229,85.38641
814,9,a,2.2707095,0.7605643,1.8039212,0.7099596,16.591253
814,10,man,10.658578,2.737169,3.3449461,3.4360385,60.648964
814,11,named,16.83857,3.8451908,11.574215,5.7008386,83.34051
814,12,John,18.28688,4.4196053,13.427068,7.101357,84.699715
814,13,Rodgers.<EOS>,23.341608,4.814238,25.543243,9.541108,88.98939
815,0,Since,11.618451,2.5700567,2.4404824,4.4489794,52.18704
815,1,Lee,18.618757,4.017347,4.3916807,6.8864617,84.472115
815,2,is,8.7048855,2.2439427,2.6921124,3.12809,47.59303
815,3,a,8.698072,2.184157,3.736243,2.857544,49.653748
815,4,"sentimentalist,",33.77758,4.590359,10.503203,12.142074,95.07278
815,5,the,6.908496,1.9916182,2.2426007,2.1054704,47.801403
815,6,film,12.8683405,3.505227,4.272354,4.2167277,80.49721
815,7,is,4.957831,1.4546685,1.3387682,1.3983041,34.62324
815,8,more,16.587088,4.0104213,4.4528265,5.1645193,92.66274
815,9,worshipful,27.519571,4.845844,8.395531,9.432859,100.54453
815,10,than,9.033495,2.6775494,5.558722,3.0494359,59.334312
815,11,your,14.302129,3.9100704,8.643481,4.6621757,85.20494
815,12,random,19.340647,4.561281,11.928383,7.039801,90.314606
815,13,E!<EOS>,10.286667,3.6520798,14.677812,3.9058235,68.7168
816,0,The,2.3881145,0.79743123,0.54842454,0.74044037,16.858456
816,1,movies,23.836348,3.9785395,5.222673,8.286867,88.6447
816,2,Jailhouse,34.897697,4.8733444,9.408103,12.530153,100.321045
816,3,Rock,16.46817,4.20679,7.453105,5.852793,84.49975
816,4,"(1957),",17.43752,4.243763,7.561512,6.462124,83.16025
816,5,King,13.541957,3.747821,6.39708,4.65329,78.10007
816,6,Creole,20.837072,4.8817687,8.800017,7.790566,93.73387
816,7,"(1958),",17.320017,4.096405,7.473907,6.3587623,80.663475
816,8,and,7.189534,1.8294052,2.666108,2.1075969,47.582394
816,9,Flaming,22.282951,4.535235,6.5218196,7.9080124,92.84581
816,10,Star,17.694763,4.1056037,7.433113,5.9087777,85.92786
816,11,-1960,14.699688,3.6140192,5.9519334,5.219653,72.42642
816,12,are,7.9773846,2.1849723,2.7615614,2.7482913,47.05871
816,13,widely,20.542799,4.0248303,6.754471,6.7671075,87.45062
816,14,regarded,23.711697,4.523949,7.67638,7.447515,100.36608
816,15,as,4.064109,1.5204364,1.2491827,1.205351,35.65422
816,16,his,8.85056,2.5072777,2.8461702,2.7861505,55.94236
816,17,best,13.109666,3.7175062,7.3483763,4.1782002,80.72122
